bookID,title,authors,language_code
31175,The Professor,Charlotte Brontë,eng
31177,Morgan's Passing,Anne Tyler,eng
31178,Back When We Were Grownups,Anne Tyler,eng
31180,Celestial Navigation,Anne Tyler,eng
31181,Breathing Lessons,Anne Tyler,eng
31182,The Tin Can Tree,Anne Tyler,eng
31185,Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,eng
31186,Patience & Sarah,Isabel Miller-Emma Donoghue,en-US
31196,The Razor's Edge,W. Somerset Maugham,eng
31200,Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno-Richard   Holmes,eng
31204,Tom Jones,Henry Fielding-Doreen Roberts,eng
31208,Clarissa  Or The History of a Young Lady,Samuel Richardson-Sheila Ortiz Taylor,eng
31218,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams,eng
31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,eng
31220,The Celestine Vision: Living the New Spiritual Awareness,James Redfield,eng
31222,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne-James Redfield,eng
31226,The Janson Directive (Paul Janson  #1),Robert Ludlum,eng
31227,The Moscow Vector (Covert-One  #6),Patrick Larkin-Robert Ludlum,eng
31229,The Ambler Warning,Robert Ludlum,eng
31231,The Matarese Circle (Matarese #1),Robert Ludlum,eng
31235,Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,Mark Twain-Susan K. Harris,eng
31242,Bleak House,Charles Dickens-Nicola Bradbury-Hablot Knight Browne,eng
31244,Our Mutual Friend,Charles Dickens,eng
31247,A Christmas Carol and Other Christmas Books,Charles Dickens-Robert Douglas-Fairhurst,eng
31250,Little Dorrit,Charles Dickens-Stephen J. Wall-Helen Small,eng
31253,Baseball: a Literary Anthology,Nicholas Dawidoff-Ernest Lawrence Thayer-Jacques Barzun-Robert Frost-John Updike-Leroy Satchel Paige-Bill Veeck-Murray Kempton-Jimmy Breslin-Marianne Moore-Gay Talese-Tallulah Bankhead-Albert G. Spalding-Nelson Algren-William Carlos Williams-James Weldon Johnson-Thomas Wolfe-James Thurber-Philip Roth-Jim Bouton-Dave Frishberg-Roger Kahn-Roger Angell-Damon Runyon-George Plimpton-A. Bartlett Giamatti-Amiri Baraka-Annie Dillard-Stephen Jay Gould-Stephen King-Richard Ford-Don DeLillo-Lawrence S. Ritter-Ring Lardner-Carl Sandburg-Heywood Broun-Bernard Malamud-Red  Smith,eng
31259,The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,eng
31260,The Sigma Protocol,Robert Ludlum,eng
31262,The Road to Gandolfo,Robert Ludlum-Michael  Shepherd,eng
31265,The Scorpio Illusion,Robert Ludlum,en-GB
31266,The Scarlatti Inheritance,Robert Ludlum,eng
31267,The Arctic Event (Covert-One  #7),James H. Cobb-Robert Ludlum,eng
31268,The Aquitaine Progression,Robert Ludlum,eng
31270,The Altman Code (Covert-One  #4),Gayle Lynds-Robert Ludlum-Don Leslie,eng
31271,The Matlock Paper,Robert Ludlum,eng
31294,Fat Pig,Neil LaBute,en-US
31299,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie-Hugh Fraser,eng
31300,A Caribbean Mystery (Miss Marple  #10),Agatha Christie,eng
31301,Miss Marple's Final Cases (Miss Marple #14),Agatha Christie,eng
31302,Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,eng
31303,At Bertram's Hotel,Agatha Christie,eng
31304,Nemesis (Miss Marple #12),Agatha Christie,eng
31305,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie-Michael Bakewell-June Whitfield-Nicky Henson-Derek Waring-Natasha Pyne,eng
31306,Murder at the Vicarage,Agatha Christie,eng
31307,Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,eng
31308,A Murder Is Announced (Miss Marple  #5),Agatha Christie,eng
31309,The Thirteen Problems (Miss Marple  #2),Agatha Christie,eng
31312,The Dance of Anger,Harriet Lerner,eng
31313,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,eng
31314,Barnyard Dance,Sandra Boynton,en-US
31316,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,eng
31318,4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,eng
31319,They Do It With Mirrors (Miss Marple #6),Agatha Christie,eng
31322,Three Classic Mysteries Starring Miss Marple: A Murder is Announced /The Body in the Library / Murder With Mirrors,Agatha Christie,eng
31324,Collected Stories,W. Somerset Maugham-Nicholas Shakespeare,eng
31326,Theatre,W. Somerset Maugham,eng
31331,Blood Canticle (The Vampire Chronicles  #10),Anne Rice,eng
31332,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,eng
31333,Violin,Anne Rice,eng
31335,Cry to Heaven,Anne Rice,eng
31336,The Tale of the Body Thief (The Vampire Chronicles  #4),Anne Rice,eng
31337,Blackwood Farm (The Vampire Chronicles  #9),Anne Rice,eng
31338,Memnoch the Devil (The Vampire Chronicles  #5),Anne Rice,eng
31340,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,eng
31341,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,eng
31342,Vittorio  The Vampire (New Tales of the Vampires  #2),Anne Rice,eng
31343,Pandora (New Tales of the Vampires  #1),Anne Rice,spa
31344,El santuario (Crónicas vampíricas  #9),Anne Rice-Camila Batlles-Cristina Martín-Elisa Sonia Tapia Sánchez,spa
31345,Hot Stuff (Cate Madigan #1),Janet Evanovich-Leanne Banks,en-US
31349,Starship Troopers RPG: The Arachnid Empire,Matthew Sprange,eng
31350,Lovelock (Mayflower Trilogy  #1),Orson Scott Card-Kathryn H. Kidd,en-US
31351,Treasure Box,Orson Scott Card,eng
31352,Songmaster,Orson Scott Card,en-US
31353,Stone Tables,Orson Scott Card,eng
31354,Earthfall (Homecoming  #4),Orson Scott Card,en-US
31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,en-US
31357,Prentice Alvin (Tales of Alvin Maker  #3),Orson Scott Card,en-US
31358,Hart's Hope,Orson Scott Card,eng
31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,eng
31363,How to Write Science Fiction & Fantasy,Orson Scott Card,eng
31364,What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,eng
31365,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,eng
31366,Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,eng
31368,I  Richard,Elizabeth  George,eng
31371,Becoming a Woman of Beauty  Strength: Esther,Elizabeth George,eng
31373,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,eng
31374,A Great Deliverance (Inspector Lynley  #1),Elizabeth  George,eng
31378,A Woman's High Calling Growth and Study Guide,Elizabeth George,eng
31382,Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,eng
31384,Loving God with All Your Mind,Elizabeth George,en-US
31386,Ariel Sharon: A Life,Nir Hefez-Gadi Bloom-Mitch Ginsburg,en-US
31387,A Suitable Vengeance,Elizabeth  George,en-GB
31389,Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,en-GB
31391,For the Sake of Elena (Inspector Lynley  #5),Elizabeth  George,eng
31401,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,eng
31414,Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren-Eilat Negev,eng
31420,The Journals of Sylvia Plath,Sylvia Plath-Karen V. Kukil,eng
31421,Letters Home,Sylvia Plath,eng
31434,The Poetry of Sylvia Plath,Claire Brennan,eng
31437,Black Boy,Richard Wright-Edward P. Jones,en-US
31441,Angry Black White Boy,Adam Mansbach,eng
31442,Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster-Erin McCarthy-Morgan Leigh,eng
31456,The Twits,Roald Dahl-Quentin Blake,eng
31462,Far from the Madding Crowd,Thomas Hardy-Suzanne Keen,eng
31463,Far From the Madding Crowd,Thomas Hardy-Rosemarie Morgan-Shannon Russell,eng
31465,Far From the Madding Crowd,Thomas Hardy-Suzanne B. Falck-Yi-Linda M. Shires,eng
31466,Far from the Madding Crowd,Thomas Hardy,en-GB
31472,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot-Bert G. Hornback,eng
31474,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,en-US
31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,eng
31478,Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull-Michael J. Broadway-Eric Schlosser,en-US
31481,Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows-Georgie Ripper,en-US
31482,Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows-Georgie Ripper,en-US
31483,Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows-Georgie Ripper,en-US
31484,Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows-Georgie Ripper,en-US
31486,Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows-Georgie Ripper,en-US
31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,eng
31488,The Rainbow Goblins,Ul De Rico,eng
31489,What Makes a Rainbow?: A Magic Ribbon Book (Novelty Book Series),Betty Schwartz-Dona Turner,eng
31490,The Serpent and the Rainbow,Wade Davis,en-US
31491,The Rainbow (Brangwen Family  #1),D.H. Lawrence-Daphne Merkin,eng
31493,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,eng
31501,The League of the Scarlet Pimpernel,Emmuska Orczy,eng
31502,The Scarlet Pimpernel,Emmuska Orczy-Margaret Brantley,en-US
31505,Adventures of the Scarlet Pimpernel,Emmuska Orczy,eng
31507,Love's Enduring Promise (Love Comes Softly #2),Janette Oke,eng
31548,Of Human Bondage,W. Somerset Maugham-Benjamin DeMott-Maeve Binchy,eng
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran-Sandra Blakeslee-Oliver Sacks,eng
31569,Mangoes  Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford-Naomi Duguid,en-US
31573,50 Great Curries of India,Camellia Panjabi,eng
31578,Curries Without Worries,Sudha Koul-Warner Books,eng
31580,In Search of Duende,Federico García Lorca-Norman Thomas di Giovanni,eng
31582,The Selected Poems of Federico García Lorca,Federico García Lorca,mul
31591,Lorca & Jimenez: Selected Poems,Federico García Lorca-Juan Ramón Jiménez-Robert Bly,eng
31607,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,ger
31611,Seminar on Nietzsche's Zarathustra,Carl Jung-James L. Jarrett,eng
31615,The Polar Express,Chris Van Allsburg,en-US
31619,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss-Doyle Partners-Robert Zemeckis,eng
31623,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,eng
31624,The Complete Works of O. Henry,O. Henry-Harry Hansen,eng
31626,The Gift of the Magi and Other Short Stories,O. Henry,eng
31628,James and the Giant Peach,Roald Dahl-Nancy Ekholm Burkert,eng
31637,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,eng
31638,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,eng
31641,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole-Jan Strnad-Ryder Windham-Jordi Ensign-John Nadeau-Gary Erskine,eng
31644,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,eng
31646,James and the Giant Peach,Roald Dahl,en-US
31647,James and the Giant Peach,Roald Dahl-Quentin Blake,eng
31648,James and the Giant Peach: a Play,Richard R. George-Roald Dahl,en-GB
31649,James & The Giant Peach (Disney's),Roald Dahl-Karey Kirkpatrick-Lane Smith,eng
31659,The Progress of Love,Alice Munro,eng
31662,Who Do You Think You Are?,Alice Munro,eng
31669,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh-Caroline Austen-Henry Austen-Anna Austen Lefroy-Kathryn Sutherland,eng
31670,The Jane Austen Cookbook,Maggie Black-Deirdre Le Faye,eng
31672,The Complete Novels,Jane Austen-Karen Joy Fowler,eng
31673,The Cambridge Companion to Jane Austen,Edward Copeland-Juliet McMaster,en-US
31676,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,eng
31678,Jane Austen: A Life,Carol Shields,eng
31682,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,eng
31686,The Rape of Nanking,Iris Chang,eng
31692,The Complete Novels of Jane Austen,Jane Austen,eng
31693,Persuasion,Jane Austen-Gillian Beer,eng
31694,The History of England,Jane Austen-Cassandra Austen-Deirdre Le Faye-A.S. Byatt,eng
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,eng
31698,Dante: Poet of the Secular World,Erich Auerbach-Ralph Manheim-Michael Dirda,eng
31722,Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,spa
31728,Silent Running,James F. Calvert,eng
31740,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,spa
31742,The Story of a Shipwrecked Sailor,Gabriel García Márquez-Randolf Hogan,eng
31745,With One Lousy Free Packet of Seed,Lynne Truss,eng
31751,Ship of Ghosts: The Story of the USS Houston  FDR's Legendary Lost Cruiser  and the Epic Saga of Her Survivors,James D. Hornfischer,en-US
31761,El Dia Que Nietzsche Lloró,Irvin D. Yalom,spa
31762,nietzsche For Beginners™,Marc Sautet-Patrick Boussignac-Bindia Thapar-Suzetta Bozzi,eng
31763,Zur Genealogie der Moral,Friedrich Nietzsche,ger
31782,Die Geburt der Tragödie,Friedrich Nietzsche,ger
31784,Nietzche and Philosophy,Gilles Deleuze-Michael Hardt,eng
31785,The Will to Power,Friedrich Nietzsche-Walter Kaufmann-R.J. Hollingdale,eng
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,eng
31800,The Oxford Companion to Philosophy,Ted Honderich,en-GB
31802,South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,eng
31804,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris-William Irwin,en-US
31813,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin-Aeon J. Skoble-Mark T. Conard,eng
31814,Philosophy for Dummies,Tom Morris,eng
31816,Introduction to Philosophy: Classical and Contemporary Readings,John R. Perry-Michael E. Bratman-John Martin Fischer,en-GB
31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,eng
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett-Shawn E. Klein,eng
31822,Philosophy of Religion: An Anthology,Louis P. Pojman,en-US
31823,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,en-GB
31826,Western Philosophy: An Anthology,John Cottingham,eng
31833,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker-Jason T. Eberl-William Irwin-George Lucas-William O. Stephens-Walter Ritoku Robinson-Richard H. Dees-Judith A. Barad-Elizabeth F. Cooke-Richard Hanley-Jerold J. Abrams-Robert Arp-Jan-Erik Jones,eng
31836,Bullshit and Philosophy,Gary L. Hardcastle-George A. Reisch,en-US
31837,The Consolation of Philosophy,Boethius-Victor Watts,eng
31839,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,eng
31842,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene-K. Silem Mohammad,en-US
31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Giovanna Borradori-Jürgen Habermas-Jacques Derrida,eng
31851,An Introduction to Political Philosophy,Jonathan Wolff,eng
31853,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan-Charles Alexander Moore-Kapila-Nandalal Sinha-Kautilya-R. Shamasastry-Manu-Georg Bühler-Patañjali-Rama Prasada-Nāgārjuna-Hermann Oldenberg-Susumu Yamaguchi-Ganganatha Jha-Ramanuja-George Thibaut-Pratap Chandra Ray-Edward J. Thomas,eng
31854,Philosophy: The Basics,Nigel Warburton,eng
31855,A Young Person's Guide To Philosophy,Jeremy Weate-Peter Lawman,eng
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff-Mark  Johnson,eng
31860,Practical Philosophy,Immanuel Kant-Mary J. Gregor,eng
31862,Discourse on Method and Meditations on First Philosophy,René Descartes-Donald A. Cress,eng
31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe-Bryan W. Van Norden,eng
31866,A History of Philosophy  Vol. 1: Greece and Rome  From the Pre-Socratics to Plotinus,Frederick Charles Copleston,eng
31868,Logic and Philosophy: A Modern Introduction,Alan Hausman-Paul Tidman,eng
31871,History of Political Philosophy,Leo Strauss-Joseph Cropsey,eng
31875,What Is Ancient Philosophy?,Pierre Hadot-Michael Chase,eng
31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel-E.S. Haldane-Frederick C. Beiser,en-GB
31878,Seinfeld and Philosophy,William Irwin,en-US
31880,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,eng
31881,Introducing Philosophy,Dave Robinson-Chris Garratt-Judy Groves,en-GB
31882,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin-Gerald J. Erion-Barry  Smith-Carolyn Korsmeyer-Jonathan J. Sanford-Jason Holt-Theodore Schick Jr.-Gregory Bassham-James Lawler-David Mitsuo Nixon,eng
31891,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,eng
31894,Ancient Philosophy,Anthony Kenny,eng
31896,Medieval Philosophy,Anthony Kenny,en-US
31898,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard-Aeon J. Skoble-Tom Morris-William Irwin,eng
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,eng
31904,Philosophy of Religion,John Harwood Hick,en-US
31906,A History of Philosophy  Vol. 8: Modern Philosophy  Empiricism  Idealism  and Pragmatism in Britain and America,Frederick Charles Copleston,eng
31910,Early Greek Philosophy,Jonathan Barnes,eng
31911,Contemporary Political Philosophy,Will Kymlicka,eng
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South-William Irwin,eng
31916,Philosophy: The Classics,Nigel Warburton,eng
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,eng
31923,Three Books of Occult Philosophy,Cornelius Agrippa-Donald Tyson,eng
31924,The Consolation of Philosophy,Boethius-Richard H. Green,eng
31925,Philosophy Made Simple,Robert Hellenga,eng
31938,Ten Great Works of Philosophy,Robert Paul Wolff-René Descartes-David Hume-Immanuel Kant-John Stuart Mill-William  James-Plato-Aristotle-Anselm of Canterbury-Thomas Aquinas-Various,en-US
31942,A History of Philosophy  Vol 9: Modern Philosophy  from the French Revolution to Sartre  Camus  and Levi-Strauss,Frederick Charles Copleston,eng
31947,Philosophy and the Mirror of Nature,Richard M. Rorty,eng
31960,The Best American Sports Writing 2003,Buzz Bissinger-Glenn Stout-Elizabeth Gilbert-Bill Plaschke-Gary Smith-Michael J. Agovino,eng
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,eng
31974,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,eng
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon-John Cassaday,eng
31976,FINAL FANTASY X Official Strategy Guide,Dan Birlew,eng
31978,Ultimate X-Men  Volume 14: Phoenix?,Robert Kirkman-Ben Oliver-Tom Raney,eng
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon-John Cassaday,eng
31980,Cross-X,Joe  Miller,eng
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon-John Cassaday,eng
31983,X/1999  Volume 01: Prelude,CLAMP,eng
31985,X/1999  Volume 02: Overture,CLAMP-Fred Burke,en-US
31992,鋼之鍊金術師 1,Hiromu Arakawa-荒川弘-方郁仁,zho
31993,鋼之鍊金術師 6,Hiromu Arakawa-荒川弘-方郁仁,zho
31994,鋼之鍊金術師 10,Hiromu Arakawa-荒川弘-方郁仁,zho
31995,鋼之鍊金術師 4,Hiromu Arakawa-荒川弘-方郁仁,zho
31996,鋼之鍊金術師 9,Hiromu Arakawa-荒川弘-方郁仁,zho
31997,鋼之鍊金術師 5,Hiromu Arakawa-荒川弘-方郁仁,zho
31998,鋼之鍊金術師 2,Hiromu Arakawa-荒川弘-方郁仁,zho
31999,鋼之鍊金術師 7,Hiromu Arakawa-荒川弘-方郁仁,zho
32000,Trinity Blood  Vol. 1,Kiyo Kyujyo-九条 キヨ-Sunao Yoshida-吉田 直,eng
32016,The Gospel According to Job,Mike Mason,eng
32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,en-US
32051,Sons and Lovers * Lady Chatterley's Lover * St. Mawr * Love Among the Haystacks,D.H. Lawrence,eng
32052,D. H. Lawrence: The Life of an Outsider,John Worthen,eng
32053,The Complete Poems (Poetry Library),D.H. Lawrence,eng
32060,Complete Short Stories  Vol 2,D.H. Lawrence,en-GB
32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,eng
32067,Lady Chatterley's Lover,D.H. Lawrence-Doris Lessing-Chester Brown,eng
32070,The Complete Poems,D.H. Lawrence-Vivian de Sola Pinto-Warren Roberts,eng
32071,Sons and Lovers,D.H. Lawrence-Geoff Dyer,eng
32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence-Christa Jansohn,eng
32078,Amnesia Moon,Jonathan Lethem,eng
32080,Paul Revere's Ride,David Hackett Fischer,eng
32081,Albion's Seed: Four British Folkways in America (America: A Cultural History  Vol. I),David Hackett Fischer,eng
32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,eng
32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,eng
32085,All Creatures Great and Small (All Creatures Great and Small  #1),James Herriot,eng
32087,All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,eng
32089,All Creatures Great and Small,James Herriot,en-GB
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,eng
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,eng
32097,The Age of Grief,Jane Smiley,eng
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,eng
32102,Venetia,Georgette Heyer,eng
32103,Lady of Quality,Georgette Heyer,eng
32104,False Colours,Georgette Heyer,eng
32105,Sylvester,Georgette Heyer-Joan Wolf,eng
32106,The Convenient Marriage,Georgette Heyer-Richard Armitage,eng
32107,Sprig Muslin,Georgette Heyer,eng
32108,The Talisman Ring,Georgette Heyer,eng
32111,The Foundling,Georgette Heyer-Kay Hooper,eng
32113,Ali and Nino,Kurban Said-Jenia Graman,eng
32115,Ali und Nino,Kurban Said,ger
32121,Last Rights (Francis Hancock #1),Barbara Nadel,eng
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,eng
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,eng
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,eng
32129,Spiritual Midwifery,Ina May Gaskin,eng
32130,Monday Night Class,Stephen Gaskin,en-US
32137,Summer of the Dragon,Elizabeth Peters,eng
32138,Devil May Care,Elizabeth Peters,eng
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,eng
32140,Crocodile on the Sandbank (Amelia Peabody  #1),Elizabeth Peters,eng
32143,The Curse of the Pharaohs (Amelia Peabody  #2),Elizabeth Peters,eng
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley-Elizabeth Peters-Lynda S. Robinson-Lauren Haney,eng
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng
32154,The Best American Classics,Cook's Illustrated Magazine-John Burgoyne,eng
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,eng
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,eng
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,eng
32181,Zelda's Cut,Philippa Gregory,eng
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne-Salvatore Murdocca,eng
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,eng
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,eng
32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon-Peter Davison,eng
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,eng
32199,Gold Rage (Wilderness  #27),David   Robbins-David Thompson,eng
32202,Asfixia,Chuck Palahniuk,eng
32213,Expectant Father,Melinda Curtis,eng
32226,Horse Heaven,Jane Smiley,eng
32231,Horse Heaven,Jane Smiley,eng
32234,White Oleander,Janet Fitch,eng
32241,The Night Remembers,Kathleen Eagle,eng
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,eng
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,eng
32256,Call After Midnight & Under The Knife,Tess Gerritsen,en-US
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,eng
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,en-US
32259,The Apprentice (Rizzoli & Isles  #2),Tess Gerritsen,en-GB
32260,Gravity,Tess Gerritsen,eng
32262,Life Support,Tess Gerritsen,eng
32263,The Surgeon (Rizzoli & Isles  #1),Tess Gerritsen,eng
32264,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,eng
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins-Lalla Ward,en-US
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,eng
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,eng
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham-Dale Peterson,en-US
32286,A Mad People's History of Madness,Dale Peterson,eng
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,en-US
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,eng
32298,Blame!  Vol. 7,Tsutomu Nihei,eng
32300,The Berenstain Bears and the Blame Game,Stan Berenstain-Jan Berenstain,en-US
32302,Blame!  Vol. 8,Tsutomu Nihei,eng
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,eng
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,eng
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal-Kate William,eng
32323,Blame! #1,Tsutomu Nihei,fre
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great-大暮 維人,eng
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great-大暮 維人,eng
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great-大暮 維人,eng
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great-大暮 維人,en-GB
32338,Fire in the Minds of Men,James H. Billington,eng
32349,Mutant Message Down Under,Marlo Morgan,eng
